Country,Type,Year,AQI
"Gallo-Tre Re-Mezzana Corti, Italy",City,2018,24.233333333333334
"Indian Hills, USA",City,2018,25.1
"Hechi, China",City,2018,28.9
"Huangnan, China",City,2018,29.2
"Kicevo, North Macedonia",City,2018,25.0
"Kragujevac, Serbia",City,2018,26.5
"Phitsanulok, Thailand",City,2018,24.8
"Si Maha Phot, Thailand",City,2018,30.9
"Lewiston, USA",City,2018,10.233333333333334
"Daqing, China",City,2018,26.5
"Shangluo, China",City,2018,36.3
"Chiang Mai, Thailand",City,2018,24.5
"Shaoguan, China",City,2018,34.5
"Qitaihe, China",City,2018,29.4
"Jining, China",City,2018,46.6
"Yingtan, China",City,2018,34.0
"Bijapur, India",City,2018,24.8
"Chinnasekkadu, India",City,2018,24.8
"Nilai, Malaysia",City,2018,22.5
"Karatau, Kazakhstan",City,2018,24.7
"Krakow, Poland",City,2018,28.9
"Bang Bo District, Thailand",City,2018,21.25
"Terrell, USA",City,2018,24.7
"Kochi, India",City,2018,21.8
"Lam Luk Ka, Thailand",City,2018,24.26666666666667
"Shiwan, China",City,2018,24.5
"Beihai, China",City,2018,27.6
"Bang Bua Thong, Thailand",City,2018,25.35
"Guangzhou, China",City,2018,33.2
"Luorong, China",City,2018,24.4
"Zhangjiajie, China",City,2018,29.6
"Closepet, India",City,2018,22.65
"Duri, Indonesia",City,2018,24.4
"Naklo nad Notecia, Poland",City,2018,24.4
"Samut Songkhram, Thailand",City,2018,25.5
"Altamont, USA",City,2018,24.4
"Baoshan, China",City,2018,21.7
"Cochin, India",City,2018,24.05
"Bangkinang, Indonesia",City,2018,24.3
"Dorris, USA",City,2018,18.333333333333332
"Orestiada, Greece",City,2018,24.2
"Fengyuan, Taiwan",City,2018,22.53333333333333
"Bijie, China",City,2018,32.0
"Liupanshui, China",City,2018,32.3
"Udon Thani, Thailand",City,2018,24.566666666666663
"Trabzon, Turkey",City,2018,23.366666666666664
"Baicheng, China",City,2018,28.3
"Tonghua, China",City,2018,28.4
"Wenshan, China",City,2018,25.6
"Novi Sad, Serbia",City,2018,24.366666666666664
"Xiongzhou, China",City,2018,23.5
"Fangchenggang, China",City,2018,28.6
"Addis Ababa, Ethiopia",City,2018,27.1
"Kalisz, Poland",City,2018,23.3
"Lask, Poland",City,2018,23.9
"Sroda Slaska, Poland",City,2018,21.45
"Mielec, Poland",City,2018,25.1
"Jangseong, South Korea",City,2018,25.8
"Uthai Thani, Thailand",City,2018,21.45
"Uttaradit, Thailand",City,2018,23.8
"Drinic, Bosnia Herzegovina",City,2018,23.8
"Guiyang, China",City,2018,30.3
"Pingzhuang, China",City,2018,23.8
"Fuzhou, China",City,2018,35.8
"Zhushan Qu, China",City,2018,30.1
"Fahraj, Iran",City,2018,22.700000000000003
"Polokwane, South Africa",City,2018,23.8
"Nakhon Chai Si, Thailand",City,2018,19.65
"Hue, Vietnam",City,2018,25.53333333333333
"Chaozhou, China",City,2018,28.3
"Zhuji, China",City,2018,35.4
"Cuddalore, India",City,2018,23.7
"Vandalur, India",City,2018,23.7
"Holon, Israel",City,2018,21.4
"Veggia-Villalunga, Italy",City,2018,23.7
"Radomsko, Poland",City,2018,22.25
"Jelsava, Slovakia",City,2018,24.3
"Bang Kruai, Thailand",City,2018,23.133333333333336
"Sukhothai, Thailand",City,2018,24.35
"Foshan, China",City,2018,33.1
"Anshun, China",City,2018,26.0
"Ankang, China",City,2018,36.3
"Mandalay, Myanmar",City,2018,23.6
"Fort Jones, USA",City,2018,17.433333333333334
"Zhangzhou, China",City,2018,30.0
"Tongliao, China",City,2018,31.9
"Rushan, China",City,2018,22.8
"Yuyao, China",City,2018,23.5
"Soresina, Italy",City,2018,23.5
"South Lake Tahoe, USA",City,2018,13.166666666666666
"Pumiao, China",City,2018,23.4
"Tongren, China",City,2018,22.3
"Guangyuan, China",City,2018,26.1
"Haining, China",City,2018,23.4
"Miskolc, Hungary",City,2018,24.4
"Cremona, Italy",City,2018,23.4
"Osogbo, Nigeria",City,2018,23.4
"Belgrade, Serbia",City,2018,23.9
"Haikou, China",City,2018,17.020000000000003
"Kunming, China",City,2018,27.2
"Majie, China",City,2018,23.03333333333333
"Bang Yai, Thailand",City,2018,23.3
"Samut Sakhon, Thailand",City,2018,39.8
"Zhangjiakou, China",City,2018,36.3
"Xishuangbanna, China",City,2018,24.8
"Vasilika, Greece",City,2018,23.2
"Kattivakkam, India",City,2018,23.2
"Eshtehard, Iran",City,2018,23.2
"Modena, Italy",City,2018,25.2
"Gimje, South Korea",City,2018,24.8
"Kastamonu , Turkey",City,2018,25.266666666666666
"McCloud, USA",City,2018,20.633333333333336
"General Escobedo, Mexico",City,2018,20.966666666666665
"Lublin, Poland",City,2018,21.0
"Borova, Ukraine",City,2018,20.9
"Qingyuan, China",City,2018,32.6
"Shangyu, China",City,2018,23.0
"Slavonski Brod, Croatia",City,2018,26.0
"Novy Knin, Czech Republic",City,2018,23.0
"Balaipungut, Indonesia",City,2018,23.0
"Pardis, Iran",City,2018,20.433333333333334
"Yehud, Israel",City,2018,19.65
"Osan, South Korea",City,2018,27.8
"Nhu Quynh, Vietnam",City,2018,23.0
"Zhanjiang, China",City,2018,25.4
"Karamay, China",City,2018,25.2
"Anatoli, Greece",City,2018,24.2
"Ioannina, Greece",City,2018,22.9
"Pontianak, Indonesia",City,2018,30.46666666666667
"Milano, Italy",City,2018,22.1
"Nakhon Sawan, Thailand",City,2018,22.599999999999998
"Gebze, Turkey",City,2018,20.8
"Gannan, China",City,2018,22.2
"Bortala, China",City,2018,27.9
"Dolni Lutyne, Czech Republic",City,2018,35.8
"Nehbandan, Iran",City,2018,23.35
"Kumanovo, North Macedonia",City,2018,22.85
"Pyeongtaek, South Korea",City,2018,29.5
"Photharam, Thailand",City,2018,22.8
"Bartın, Turkey",City,2018,24.866666666666664
"Sakarya, Turkey",City,2018,23.566666666666666
"Chillan, Chile",City,2018,21.5
"Puente Alto, Chile",City,2018,20.325000000000003
"Jingdezhen, China",City,2018,28.8
"Kazincbarcika, Hungary",City,2018,20.6
"Mianeh, Iran",City,2018,22.7
"Sierpc, Poland",City,2018,22.7
"Buyeo, South Korea",City,2018,24.2
"Ban Pong, Thailand",City,2018,29.133333333333336
"Lakehead-Lakeshore, USA",City,2018,14.833333333333334
"Dongguan, China",City,2018,34.9
"Xiangxi, China",City,2018,32.6
"Besate, Italy",City,2018,24.2
"Boryeong, South Korea",City,2018,23.8
"Khon Kaen, Thailand",City,2018,28.366666666666664
"Karabuk, Turkey",City,2018,23.8
"Susanville, USA",City,2018,18.400000000000002
"Qiandongnan, China",City,2018,27.6
"Zunyi, China",City,2018,26.8
"Songyuan, China",City,2018,27.9
"Wenzhou, China",City,2018,29.5
"Xanthi, Greece",City,2018,22.05
"Meligalas, Greece",City,2018,22.5
"Katowice, Poland",City,2018,30.4
"Tahoma, USA",City,2018,22.5
"Yunfu, China",City,2018,31.2
"Puer, China",City,2018,18.3
"Antigua Guatemala, Guatemala",City,2018,22.4
"Fordon, Poland",City,2018,22.4
"Ghran, Saudi Arabia",City,2018,21.15
"Paracin, Serbia",City,2018,16.03333333333333
"Midstream, South Africa",City,2018,24.399999999999995
"Gimpo, South Korea",City,2018,24.0
"Waegwan, South Korea",City,2018,21.15
"Zhaoqing, China",City,2018,36.5
"Zhaotong, China",City,2018,20.8
"Pavia, Italy",City,2018,22.3
"Carde, Italy",City,2018,22.3
"Prai, Malaysia",City,2018,19.433333333333334
"Kielce, Poland",City,2018,19.633333333333336
"Targu-Mures, Romania",City,2018,18.7
"Obrenovac, Serbia",City,2018,13.466666666666669
"Zonguldak , Turkey",City,2018,21.733333333333334
"Johnson Lane, USA",City,2018,22.3
"Golden, Canada",City,2018,16.85
"Linxia Chengguanzhen, China",City,2018,22.2
"Jiangmen, China",City,2018,30.2
"Ganzhou, China",City,2018,37.7
"Qujing, China",City,2018,28.0
"Fenghua, China",City,2018,22.2
"Quzhou, China",City,2018,32.4
"Frydlant, Czech Republic",City,2018,20.200000000000003
"Chikmagalur, India",City,2018,22.35
"Sakhnin, Israel",City,2018,22.2
"Esine, Italy",City,2018,22.36666666666667
"Siheung, South Korea",City,2018,28.7
"Burdur , Turkey",City,2018,24.133333333333336
"Porto Velho, Brazil",City,2018,22.1
"Kardia, Greece",City,2018,22.133333333333336
"Plagiari, Greece",City,2018,22.1
"Madikeri, India",City,2018,22.1
"Karur, India",City,2018,22.1
"Dumai, Indonesia",City,2018,22.1
"Guadalupe, Mexico",City,2018,19.433333333333334
"Paju, South Korea",City,2018,25.1
"Kilis , Turkey",City,2018,22.1
"Exeter, USA",City,2018,22.1
"Portola, USA",City,2018,20.4
"Wendeng, China",City,2018,23.5
"Mappano, Italy",City,2018,22.0
"Nur-Sultan, Kazakhstan",City,2018,22.5
"Bitola, North Macedonia",City,2018,23.95
"Dangjin, South Korea",City,2018,25.7
"Plaeng Yao, Thailand",City,2018,19.8
"Kamphaeng Phet, Thailand",City,2018,25.766666666666666
"Kingsbury, USA",City,2018,22.0
"Santa Catarina, Mexico",City,2018,21.73333333333333
"Ga-Rankuwa, South Africa",City,2018,22.2
"Bucheon, South Korea",City,2018,27.3
"Virginia City, USA",City,2018,21.9
"Shiqiao, China",City,2018,21.8
"Jambi, Indonesia",City,2018,18.05
"Qom, Iran",City,2018,21.05
"Azcapotzalco, Mexico",City,2018,20.5
"Rzeszow, Poland",City,2018,19.53333333333333
"Hwaseong, South Korea",City,2018,26.7
"Bang Lamung, Thailand",City,2018,22.633333333333336
"Diamond Ekurhuleni, USA",City,2018,21.8
"Montague, USA",City,2018,16.833333333333332
"Dasha, China",City,2018,21.7
"Netanya, Israel",City,2018,21.7
"Mexico City, Mexico",City,2018,19.7
"Gostivar, North Macedonia",City,2018,21.7
"Debica, Poland",City,2018,23.366666666666664
"Bojanala Platinum, South Africa",City,2018,21.7
"Chon Buri, Thailand",City,2018,27.3
"Phra Nakhon Si Ayutthaya, Thailand",City,2018,23.0
"Nam Yuen, Thailand",City,2018,21.3
"Maoming, China",City,2018,25.7
"Yangjiang, China",City,2018,30.6
"Dalmine, Italy",City,2018,21.6
"Pretoria, South Africa",City,2018,23.833333333333332
"Gampaha, Sri Lanka",City,2018,24.35
"Kaohsiung, Taiwan",City,2018,24.4
"Ratchaburi, Thailand",City,2018,32.2
"Camino, USA",City,2018,14.200000000000001
"Spanish Ekurhuleni, USA",City,2018,21.6
"Klamath Falls, USA",City,2018,18.9
"San Fernando, Chile",City,2018,15.3
"Mujiayingzi, China",City,2018,21.5
"Chamrajnagar, India",City,2018,21.5
"Qasr-e Shirin, Iran",City,2018,21.65
"Briona, Italy",City,2018,20.55
"Vientiane, Laos",City,2018,22.333333333333332
"Antananarivo, Madagascar",City,2018,21.1
"Kuala Selangor, Malaysia",City,2018,18.7
"Starachowice, Poland",City,2018,19.533333333333335
"Icheon, South Korea",City,2018,29.4
"Bang Sao Thong, Thailand",City,2018,20.766666666666666
"Hornbrook, USA",City,2018,21.5
"Hinggan, China",City,2018,19.6
"Peristeri, Greece",City,2018,21.4
"Thiruvananthapuram, India",City,2018,28.0
"Tarnow, Poland",City,2018,23.3
"Kedzierzyn-Kozle, Poland",City,2018,29.0
"Clearwater, Canada",City,2018,16.900000000000002
"Trail, Canada",City,2018,21.3
"Maba, China",City,2018,21.3
"Hegang, China",City,2018,23.2
"Puyang, China",City,2018,52.05999999999999
"Barkai, Israel",City,2018,21.3
"Or Yehuda, Israel",City,2018,20.4
"Gwangmyeong, South Korea",City,2018,25.2
"Dhafni, Greece",City,2018,21.2
"Casarotti, Italy",City,2018,21.2
"Borgomanero, Italy",City,2018,21.2
"San Dona di Piave, Italy",City,2018,21.2
"Urt, Mongolia",City,2018,21.2
"Standerton, South Africa",City,2018,22.133333333333336
"Si Racha, Thailand",City,2018,20.266666666666666
"Tha Yang, Thailand",City,2018,23.266666666666666
"Ban Sang, Thailand",City,2018,19.049999999999997
"Grenada, USA",City,2018,19.65
"Castlegar, Canada",City,2018,15.950000000000001
"Huangshan, China",City,2018,23.4
"Lubu, China",City,2018,21.1
"Singanallur, India",City,2018,21.1
"Kerman, Iran",City,2018,24.4
"Lavasan, Iran",City,2018,20.950000000000003
"Pomigliano d'Arco, Italy",City,2018,15.5
"Patzcuaro, Mexico",City,2018,19.966666666666665
"Samut Prakan, Thailand",City,2018,32.2
"Tokat , Turkey",City,2018,24.3
"Quincy, USA",City,2018,11.4
"Eagle Point, USA",City,2018,21.1
"Ningbo, China",City,2018,31.4
"Tlalnepantla, Mexico",City,2018,21.1
"Modelu, Romania",City,2018,20.55
"Craiova, Romania",City,2018,21.0
"Yuxi, China",City,2018,21.8
"Jiashan, China",City,2018,20.9
"Taizhou, China",City,2018,28.1
"Klatovy, Czech Republic",City,2018,15.85
"Rybnik, Poland",City,2018,19.799999999999997
"Pancevo, Serbia",City,2018,22.7
"Phra Pradaeng, Thailand",City,2018,22.633333333333336
"Visalia, USA",City,2018,17.6
"Tianshui, China",City,2018,37.3
"Heyuan, China",City,2018,29.2
"Qianxinan, China",City,2018,14.9
"Liangshan, China",City,2018,20.7
"Chuxiong, China",City,2018,24.3
"Irakleio, Greece",City,2018,20.8
"Thessaloniki, Greece",City,2018,21.666666666666668
"San Pedro Garza Garcia, Mexico",City,2018,17.666666666666668
"Olbrachcice, Poland",City,2018,22.266666666666666
"Yesan, South Korea",City,2018,25.6
"Nonthaburi, Thailand",City,2018,21.7
"Haimen, China",City,2018,28.3
"Abyek, Iran",City,2018,24.0
"Tel Aviv-Yafo, Israel",City,2018,19.5
"Johor Bahru, Malaysia",City,2018,18.066666666666666
"Zgierz, Poland",City,2018,21.9
"Moldava nad Bodvou, Slovakia",City,2018,20.133333333333336
"Goyang, South Korea",City,2018,25.2
"Ongkharak, Thailand",City,2018,20.7
"Samsun, Turkey",City,2018,17.266666666666666
"Central Point, USA",City,2018,20.7
"Maule, Chile",City,2018,16.1
"Quanzhou, China",City,2018,25.1
"Sanming, China",City,2018,24.7
"Ulanqab, China",City,2018,25.5
"Xianju, China",City,2018,20.6
"Peraia, Greece",City,2018,20.6
"Tabriz, Iran",City,2018,12.2
"Volla, Italy",City,2018,20.000000000000004
"Iasi, Romania",City,2018,27.0
"Martin, Slovakia",City,2018,18.0
"Khlong Luang, Thailand",City,2018,21.76666666666667
"Etna, USA",City,2018,13.966666666666667
"Bloomfield, USA",City,2018,20.6
"Nehe, China",City,2018,20.5
"Bagalkot, India",City,2018,25.05
"Petah Tikva, Israel",City,2018,20.5
"Piatto, Italy",City,2018,20.5
"Melaka, Malaysia",City,2018,17.566666666666666
"Witbank, South Africa",City,2018,18.85
"Yongin, South Korea",City,2018,24.8
"Sangju, South Korea",City,2018,22.333333333333332
"Del Rey, USA",City,2018,19.933333333333334
"El Dorado County, USA",City,2018,16.03333333333333
"Old Station, USA",City,2018,20.5
"Putian, China",City,2018,25.6
"Xinhui, China",City,2018,20.4
"Guli, China",City,2018,20.4
"Tbilisi, Georgia",City,2018,20.3
"Agios Ioannis Rentis, Greece",City,2018,20.4
"Or Akiva, Israel",City,2018,20.4
"Como, Italy",City,2018,20.4
"Zapopan, Mexico",City,2018,20.4
"Kurdwanow, Poland",City,2018,20.2
"Koscierzyna, Poland",City,2018,18.9
"eMkhomazi, South Africa",City,2018,20.4
"Kraaifontein, South Africa",City,2018,20.4
"Taean, South Korea",City,2018,19.7
"Yeoju, South Korea",City,2018,27.2
"Isparta , Turkey",City,2018,25.03333333333333
"Ashgabat, Turkmenistan",City,2018,18.7
"Kernville, USA",City,2018,16.633333333333333
"Hainan, China",City,2018,24.3
"Sannazzaro de' Burgondi, Italy",City,2018,20.3
"Kota Bharu, Malaysia",City,2018,17.5
"Kutno, Poland",City,2018,18.25
"Radauti, Romania",City,2018,20.3
"Nakhon Ratchasima, Thailand",City,2018,37.6
"Daliang, China",City,2018,20.2
"Shiguai, China",City,2018,20.2
"Ramat Gan, Israel",City,2018,19.3
"Treviso, Italy",City,2018,20.2
"Warszawa, Poland",City,2018,19.566666666666666
"Lodz, Poland",City,2018,23.8
"Zyrardow, Poland",City,2018,26.6
"Hongseong, South Korea",City,2018,24.4
"Anseong, South Korea",City,2018,30.4
"Yeonggwang, South Korea",City,2018,20.2
"Chiayi city, Taiwan",City,2018,23.7
"UEskuedar, Turkey",City,2018,20.2
"Sivas , Turkey",City,2018,22.233333333333334
"Reedley, USA",City,2018,18.833333333333332
"Scotch Creek, Canada",City,2018,12.666666666666666
"Talcahuano, Chile",City,2018,15.7
"Humen, China",City,2018,20.1
"Zhongshan, China",City,2018,28.4
"Pekanbaru, Indonesia",City,2018,32.36666666666667
"Kuala Terengganu, Malaysia",City,2018,16.96666666666667
"Monterrey, Mexico",City,2018,17.2
"San Nicolas de los Garza, Mexico",City,2018,20.333333333333336
"Ecatepec de Morelos, Mexico",City,2018,20.700000000000003
"Nisko, Poland",City,2018,17.700000000000003
"Cluj-Napoca, Romania",City,2018,21.4
"Cheongju, South Korea",City,2018,28.8
"Yeongi, South Korea",City,2018,21.433333333333337
"Tainan, Taiwan",City,2018,23.9
"Pak Kret, Thailand",City,2018,22.166666666666668
"Thu Duc, Vietnam",City,2018,20.1
"Algiers, Algeria",City,2018,20.466666666666665
"Huizhou, China",City,2018,27.0
"Qiqihar, China",City,2018,26.2
"Haibei, China",City,2018,25.1
"Thermi, Greece",City,2018,21.733333333333334
"Haveri, India",City,2018,20.0
"Mangalore, India",City,2018,20.0
"Satna, India",City,2018,17.566666666666666
"Nir Galim, Israel",City,2018,19.033333333333335
"Bnei Brak, Israel",City,2018,20.566666666666666
"Wloclawek, Poland",City,2018,19.933333333333334
"Drobeta-Turnu Severin, Romania",City,2018,16.35
"Bangkok, Thailand",City,2018,25.2
"Horse Creek, USA",City,2018,15.033333333333333
"Xiamen, China",City,2018,23.5
"Jinxiangzhen, China",City,2018,19.9
"Mysuru, India",City,2018,18.549999999999997
"Sedinginan, Indonesia",City,2018,19.9
"Wroclaw, Poland",City,2018,22.9
"Gunpo, South Korea",City,2018,26.6
"Incheon, South Korea",City,2018,20.133333333333333
"Bang Phli, Thailand",City,2018,21.933333333333334
"Tulare, USA",City,2018,19.0
"Westfir, USA",City,2018,16.75
"Phnom Penh, Cambodia",City,2018,20.1
"Yanbian, China",City,2018,25.7
"Messini, Greece",City,2018,19.8
"Ubud, Indonesia",City,2018,23.7
"Urmia, Iran",City,2018,19.8
"Gan Raveh, Israel",City,2018,21.46666666666667
"Qiryat Bialik, Israel",City,2018,19.766666666666666
"Szamotuly, Poland",City,2018,19.8
"Ansan, South Korea",City,2018,24.2
"Gwangju, South Korea",City,2018,27.8
"Pluak Daeng, Thailand",City,2018,19.2
"Antalya, Turkey",City,2018,19.1
"Kutahya, Turkey",City,2018,22.3
"Tulelake, USA",City,2018,13.733333333333334
"Coffeyville, USA",City,2018,19.8
"White City, USA",City,2018,14.800000000000002
"Fuzhou, China",City,2018,23.6
"Alvaro Obregon, Mexico",City,2018,20.599999999999998
"Eumseong, South Korea",City,2018,24.95
"Anyang, South Korea",City,2018,27.1
"Seoul, South Korea",City,2018,23.3
"Tron, Thailand",City,2018,26.733333333333334
"Gardnerville, USA",City,2018,12.1
"Ningde, China",City,2018,24.4
"Pingliang, China",City,2018,36.9
"Havirov, Czech Republic",City,2018,28.8
"Ostrava, Czech Republic",City,2018,30.1
"Alexandroupoli, Greece",City,2018,19.6
"Pol-e Dokhtar, Iran",City,2018,19.6
"Cassino, Italy",City,2018,18.4
"Salamanca, Mexico",City,2018,20.9
"Otwock, Poland",City,2018,30.2
"Radom, Poland",City,2018,27.1
"Jecheon, South Korea",City,2018,26.7
"Jincheon, South Korea",City,2018,25.05
"Gunsan, South Korea",City,2018,25.6
"Jeonju, South Korea",City,2018,29.6
"Kirikkale, Turkey",City,2018,17.466666666666665
"Orleans, USA",City,2018,16.2
"Shasta Lake, USA",City,2018,14.233333333333334
"Nanping, China",City,2018,22.0
"Tesin, Czech Republic",City,2018,29.6
"Acharnes, Greece",City,2018,19.5
"Guatemala City, Guatemala",City,2018,19.5
"Darfo, Italy",City,2018,19.5
"Pistoia, Italy",City,2018,19.433333333333334
"Suwon, South Korea",City,2018,23.6
"Yeongju, South Korea",City,2018,28.1
"Kinmen, Taiwan",City,2018,20.3
"Aksaray, Turkey",City,2018,21.2
"Shasta County, USA",City,2018,13.299999999999999
"Khalandrion, Greece",City,2018,18.9
"Kangavar, Iran",City,2018,19.4
"Yad Rambam, Israel",City,2018,19.4
"Putrajaya, Malaysia",City,2018,20.333333333333332
"Konstancin-Jeziorna, Poland",City,2018,21.8
"Nysa, Poland",City,2018,19.4
"Koesan, South Korea",City,2018,19.4
"Okcheon, South Korea",City,2018,25.2
"Gyeongsan, South Korea",City,2018,25.4
"Kanchanaburi, Thailand",City,2018,24.9
"Dollar Point, USA",City,2018,19.4
"Fallon, USA",City,2018,19.4
"Ho Chi Minh City, Vietnam",City,2018,26.9
"Longyan, China",City,2018,25.3
"Meizhou, China",City,2018,27.6
"Shilong, China",City,2018,19.3
"Rishon LeTsiyon, Israel",City,2018,19.9
"Ipoh, Malaysia",City,2018,17.433333333333334
"Celaya, Mexico",City,2018,20.1
"Gustavo A. Madero, Mexico",City,2018,20.0
"Jelenia Gora, Poland",City,2018,21.3
"Krompachy, Slovakia",City,2018,18.9
"Zilina, Slovakia",City,2018,21.8
"Cheongyang, South Korea",City,2018,24.4
"Gongju, South Korea",City,2018,22.950000000000003
"Jeongeup, South Korea",City,2018,25.0
"Sejong, South Korea",City,2018,21.9
"Nantou, Taiwan",City,2018,22.9
"Loei, Thailand",City,2018,18.4
"Shafter, USA",City,2018,17.299999999999997
"Shantou, China",City,2018,24.7
"Loushanguan, China",City,2018,19.2
"Ano Liosia, Greece",City,2018,17.933333333333334
"Athens, Greece",City,2018,19.733333333333334
"San Benito, Guatemala",City,2018,19.7
"Semarapura, Indonesia",City,2018,19.2
"Brescia, Italy",City,2018,20.8
"Schivenoglia, Italy",City,2018,19.2
"Vigevano, Italy",City,2018,19.2
"Poznan, Poland",City,2018,22.0
"Torun, Poland",City,2018,19.4
"Kosice, Slovakia",City,2018,17.6
"Gwangju, South Korea",City,2018,22.849999999999998
"Guri, South Korea",City,2018,24.3
"Placer, USA",City,2018,19.2
"Weed, USA",City,2018,14.333333333333334
"Lanxi, China",City,2018,19.1
"Ra'anana, Israel",City,2018,18.8
"Acre, Israel",City,2018,17.2
"Phoenix, USA",City,2018,10.52857142857143
"Curico, Chile",City,2018,16.8
"Licheng, China",City,2018,19.0
"Zhuhai, China",City,2018,26.1
"Litomerice, Czech Republic",City,2018,15.7
"Ein Tamar, Israel",City,2018,28.4
"Casarea, Italy",City,2018,20.6
"Yangju, South Korea",City,2018,28.6
"Pattaya, Thailand",City,2018,20.0
